2025-04-11 15:28:51,122 INFO    StreamThr :44226 [internal.py:wandb_internal():86] W&B internal server running at pid: 44226, started at: 2025-04-11 15:28:51.122056
2025-04-11 15:28:51,124 DEBUG   HandlerThread:44226 [handler.py:handle_request():146] handle_request: status
2025-04-11 15:28:51,125 INFO    WriterThread:44226 [datastore.py:open_for_write():87] open: /data/sceneregstorage/scenereg_project_AAA/code/dataset/wandb/run-20250411_152851-e4zpc82j/run-e4zpc82j.wandb
2025-04-11 15:28:51,126 DEBUG   SenderThread:44226 [sender.py:send():379] send: header
2025-04-11 15:28:51,143 DEBUG   SenderThread:44226 [sender.py:send():379] send: run
2025-04-11 15:28:51,530 INFO    SenderThread:44226 [dir_watcher.py:__init__():211] watching files in: /data/sceneregstorage/scenereg_project_AAA/code/dataset/wandb/run-20250411_152851-e4zpc82j/files
2025-04-11 15:28:51,531 INFO    SenderThread:44226 [sender.py:_start_run_threads():1124] run started: e4zpc82j with start time 1744378131.121859
2025-04-11 15:28:51,539 DEBUG   HandlerThread:44226 [handler.py:handle_request():146] handle_request: check_version
2025-04-11 15:28:51,539 DEBUG   SenderThread:44226 [sender.py:send_request():406] send_request: check_version
2025-04-11 15:28:51,595 DEBUG   HandlerThread:44226 [handler.py:handle_request():146] handle_request: run_start
2025-04-11 15:28:51,603 DEBUG   HandlerThread:44226 [system_info.py:__init__():26] System info init
2025-04-11 15:28:51,603 DEBUG   HandlerThread:44226 [system_info.py:__init__():41] System info init done
2025-04-11 15:28:51,603 INFO    HandlerThread:44226 [system_monitor.py:start():194] Starting system monitor
2025-04-11 15:28:51,603 INFO    SystemMonitor:44226 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-04-11 15:28:51,603 INFO    HandlerThread:44226 [system_monitor.py:probe():214] Collecting system info
2025-04-11 15:28:51,603 INFO    SystemMonitor:44226 [interfaces.py:start():190] Started cpu monitoring
2025-04-11 15:28:51,604 INFO    SystemMonitor:44226 [interfaces.py:start():190] Started disk monitoring
2025-04-11 15:28:51,605 INFO    SystemMonitor:44226 [interfaces.py:start():190] Started gpu monitoring
2025-04-11 15:28:51,605 INFO    SystemMonitor:44226 [interfaces.py:start():190] Started memory monitoring
2025-04-11 15:28:51,607 INFO    SystemMonitor:44226 [interfaces.py:start():190] Started network monitoring
2025-04-11 15:28:51,618 DEBUG   HandlerThread:44226 [system_info.py:probe():150] Probing system
2025-04-11 15:28:51,622 DEBUG   HandlerThread:44226 [system_info.py:_probe_git():135] Probing git
2025-04-11 15:28:51,630 DEBUG   HandlerThread:44226 [system_info.py:_probe_git():143] Probing git done
2025-04-11 15:28:51,630 DEBUG   HandlerThread:44226 [system_info.py:probe():198] Probing system done
2025-04-11 15:28:51,630 DEBUG   HandlerThread:44226 [system_monitor.py:probe():223] {'os': 'Linux-5.4.0-182-generic-x86_64-with-glibc2.31', 'python': '3.9.19', 'heartbeatAt': '2025-04-11T13:28:51.618636', 'startedAt': '2025-04-11T13:28:51.118232', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/data/sceneregstorage/scenereg_project_AAA/code/dataset/generate.py', 'codePathLocal': 'generate.py', 'codePath': 'code/dataset/generate.py', 'git': {'remote': 'https://github.com/filippo-merlo/scenereg_project_AAA.git', 'commit': '198567b5732d038a7c0d5b3d11f49648062a561d'}, 'email': 'filippo99merlo@gmail.com', 'root': '/data/sceneregstorage/scenereg_project_AAA', 'host': 'scenereg.beta-groundingm.src.surf-hosted.nl', 'username': 'fmerlo', 'executable': '/home/fmerlo/data/sceneregstorage/miniconda3/envs/ppt/bin/python3', 'cpu_count': 11, 'cpu_count_logical': 11, 'cpu_freq': {'current': 2793.411, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2793.411, 'min': 0.0, 'max': 0.0}, {'current': 2793.411, 'min': 0.0, 'max': 0.0}, {'current': 2793.411, 'min': 0.0, 'max': 0.0}, {'current': 2793.411, 'min': 0.0, 'max': 0.0}, {'current': 2793.411, 'min': 0.0, 'max': 0.0}, {'current': 2793.411, 'min': 0.0, 'max': 0.0}, {'current': 2793.411, 'min': 0.0, 'max': 0.0}, {'current': 2793.411, 'min': 0.0, 'max': 0.0}, {'current': 2793.411, 'min': 0.0, 'max': 0.0}, {'current': 2793.411, 'min': 0.0, 'max': 0.0}, {'current': 2793.411, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 96.73210144042969, 'used': 25.033729553222656}}, 'gpu': 'NVIDIA A10', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA A10', 'memory_total': 24146608128}], 'memory': {'total': 86.42545318603516}}
2025-04-11 15:28:51,630 INFO    HandlerThread:44226 [system_monitor.py:probe():224] Finished collecting system info
2025-04-11 15:28:51,630 INFO    HandlerThread:44226 [system_monitor.py:probe():227] Publishing system info
2025-04-11 15:28:51,630 DEBUG   HandlerThread:44226 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2025-04-11 15:28:52,532 INFO    Thread-12 :44226 [dir_watcher.py:_on_file_created():271] file/dir created: /data/sceneregstorage/scenereg_project_AAA/code/dataset/wandb/run-20250411_152851-e4zpc82j/files/conda-environment.yaml
2025-04-11 15:28:53,150 DEBUG   HandlerThread:44226 [system_info.py:_save_conda():222] Saving conda packages done
2025-04-11 15:28:53,151 INFO    HandlerThread:44226 [system_monitor.py:probe():229] Finished publishing system info
2025-04-11 15:28:53,153 DEBUG   SenderThread:44226 [sender.py:send():379] send: files
2025-04-11 15:28:53,153 INFO    SenderThread:44226 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2025-04-11 15:28:53,227 DEBUG   HandlerThread:44226 [handler.py:handle_request():146] handle_request: python_packages
2025-04-11 15:28:53,227 DEBUG   HandlerThread:44226 [handler.py:handle_request():146] handle_request: stop_status
2025-04-11 15:28:53,227 DEBUG   SenderThread:44226 [sender.py:send_request():406] send_request: python_packages
2025-04-11 15:28:53,228 DEBUG   SenderThread:44226 [sender.py:send_request():406] send_request: stop_status
2025-04-11 15:28:53,229 DEBUG   HandlerThread:44226 [handler.py:handle_request():146] handle_request: internal_messages
2025-04-11 15:28:53,481 DEBUG   SenderThread:44226 [sender.py:send():379] send: telemetry
2025-04-11 15:28:53,531 INFO    Thread-12 :44226 [dir_watcher.py:_on_file_modified():288] file/dir modified: /data/sceneregstorage/scenereg_project_AAA/code/dataset/wandb/run-20250411_152851-e4zpc82j/files/conda-environment.yaml
2025-04-11 15:28:53,531 INFO    Thread-12 :44226 [dir_watcher.py:_on_file_created():271] file/dir created: /data/sceneregstorage/scenereg_project_AAA/code/dataset/wandb/run-20250411_152851-e4zpc82j/files/requirements.txt
2025-04-11 15:28:53,531 INFO    Thread-12 :44226 [dir_watcher.py:_on_file_created():271] file/dir created: /data/sceneregstorage/scenereg_project_AAA/code/dataset/wandb/run-20250411_152851-e4zpc82j/files/wandb-metadata.json
2025-04-11 15:28:53,661 INFO    wandb-upload_0:44226 [upload_job.py:push():131] Uploaded file /tmp/tmpdt181sa4wandb/jyc22wrj-wandb-metadata.json
2025-04-11 15:28:53,842 DEBUG   SenderThread:44226 [sender.py:send():379] send: use_artifact
