Word	uniqueID	WordContext	N_Ratings	Level1	N_noSize	N_notKnow	N_noRange	RangeStart_mean	RangeEnd_mean	RangeLength_mean	Size_mean	RangeStart_SD	RangeEnd_SD	RangeLength_SD	Size_SD
dagger	dagger	dagger	44	3.317073171	1	3	1	210.39024390000003	230.804878	20.41463415	220.597561	21.84705707	17.83706746	12.82765686	18.88359722
daisy	daisy	daisy	45	2.318181818	1	0	0	168.2954545	186.1136364	17.81818182	177.2045455	26.12543939	23.8505189	12.37452884	24.23655661
dalmatian	dalmatian	dalmatian	50	4.6875	0	2	2	270.1875	292.6458333	22.45833333	281.4166667	24.15081713	15.55701878	20.35008321	17.58152238
dandelion	dandelion	dandelion	45	2.022727273	0	1	1	155.43181819999998	177.0	21.56818182	166.2159091	24.34862847	22.4551232	18.58155841	21.4994315
dart	dart	dart	47	2.617021277	0	0	0	178.3617021	195.61702130000003	17.25531915	186.9893617	26.52843063	23.53956262	12.19135133	24.32646827
dartboard	dartboard	dartboard	47	4.170212766000001	0	0	1	250.1276596	267.9574468	17.82978723	259.0425532	22.17579666	21.37649811	12.47487762	20.86755069
dashboard	dashboard	dashboard	48	4.627906977	4	1	0	270.2093023	291.6744186	21.46511628	280.9418605	29.03327987	28.56464759	14.22497609	27.90784352
deer	deer	deer	45	5.311111111000001	0	0	0	298.8222222	320.9555556	22.13333333	309.8888889	20.69616663	20.820614300000003	12.99580352	19.71527122
defibrillator	defibrillator	defibrillator	47	3.866666667	0	2	1	236.64444440000003	253.4444444	16.8	245.0444444	31.52571501	32.60615918	9.675648909	31.70349533
denture	denture	denture	46	2.52173913	0	0	2	178.2608696	194.71739130000003	16.45652174	186.4891304	31.04293427	28.63150017	11.780787599999998	29.27484493
deodorant	deodorant	deodorant	49	2.872340426	2	0	1	193.6808511	210.2553191	16.57446809	201.9680851	24.39628124	21.36074018	14.15710711	21.80880463
desk	desk	desk	44	5.181818182	0	0	1	290.1818182	315.4090909	25.22727273	302.7954545	18.63888499	20.84418181	17.69491273	17.68237796
dessert	dessert	dessert	44	3.029411765	10	0	1	189.2941176	225.9411765	36.64705882	207.6176471	33.70057945	32.42515034	24.60337788	30.69573527
detonator	detonator	detonator	48	3.024390244	1	6	0	193.0487805	217.1707317	24.12195122	205.1097561	31.16324054	25.90839868	16.92216759	27.37894086
dial	dial	dial (rotary dial)	48	3.095238095	2	4	3	199.1428571	214.3809524	15.23809524	206.7619048	25.51668171	23.66839241	9.814895409	24.11563558
diamond	diamond	diamond	48	1.083333333	0	0	0	117.0	148.22916669999998	31.22916667	132.6145833	23.51640441	24.33213407	18.88626607	21.98554641
diaper	diaper	diaper	49	3.428571429	0	0	0	218.755102	235.3673469	16.6122449	227.0612245	16.51076746	15.61475514	8.779275612000001	15.45781647
dice	dice	dice	42	1.476190476	0	0	0	137.4761905	155.0	17.52380952	146.23809519999998	15.30540809	15.22994483	12.91480167	13.83493197
dip	dip	dip	41	2.739130435	16	2	1	183.6086957	210.0869565	26.47826087	196.8478261	37.70427891	40.06008333	17.16198115	37.94177201
dirt bike	dirt_bike	dirt bike (vehicle)	49	5.7959183670000005	0	0	1	311.122449	328.57142860000005	17.44897959	319.84693880000003	22.36778995	21.83651376	15.70305334	20.66226534
dish	dish	dish (food)	41	3.743589744	2	0	0	220.5384615	241.1794872	20.64102564	230.8589744	24.53123267	13.29002751	15.54363498	18.13289709
dishrag	dishrag	dishrag	47	3.266666667	1	1	0	208.8222222	228.7333333	19.91111111	218.7777778	26.25165699	22.25411096	12.260102	23.55037047
dishwasher	dishwasher	dishwasher	43	4.976744186	1	0	3	291.6744186	302.8139535	11.13953488	297.244186	9.789987427	8.920964644	9.518356689	8.066222999999999
dishwashing liquid	dishwashing_liquid	dishwashing liquid	38	3.333333333	11	0	0	209.3333333	225.8888889	16.55555556	217.6111111	30.68199171	29.93497226	13.50308607	29.54928521
diskette	diskette	diskette	44	2.916666667	0	8	1	197.4444444	215.3888889	17.94444444	206.4166667	22.00966599	18.07330751	13.11911244	19.03962034
diving board	diving_board	diving board	46	5.47826087	0	0	0	302.0434783	323.4130435	21.36956522	312.72826089999995	22.55655265	25.97655018	13.20161387	23.41407614
dog	dog	dog	46	4.522727273	2	0	0	249.3181818	287.5454545	38.22727273	268.4318182	21.25019587	15.03399952	20.82023126	15.17977192
dogfood	dogfood	dogfood	48	1.761904762	6	0	1	150.452381	180.8571429	30.4047619	165.65476189999998	44.11083733	46.1448258	22.09078775	43.76705077
doghouse	doghouse	doghouse	44	4.909090909	0	0	0	280.6590909	303.5909091	22.93181818	292.125	22.33043932	13.84518753	18.50631285	16.11049239
doily	doily	doily	44	3.114285714	2	7	0	205.68571430000003	228.0571429	22.37142857	216.8714286	36.19617418	30.62288923	17.78810858	32.32426307
doll	doll	doll	41	3.4358974360000003	1	1	0	218.5641026	244.5384615	25.97435897	231.5512821	22.73160896	14.45473179	18.84770987	16.55365871
dollhouse	dollhouse	dollhouse	46	4.52173913	0	0	1	260.0434783	285.82608700000003	25.7826087	272.93478260000006	21.99389463	15.62946555	17.54475299	16.94258563
dolly	dolly	dolly (hand truck)	47	5.063829787	0	0	0	288.57446810000005	305.0851064	16.5106383	296.8297872	30.82541631	28.91203284	10.61351137	29.40908551
dolphin	dolphin	dolphin	43	5.76744186	0	0	0	311.0	333.8604651	22.86046512	322.4302326	28.24973662	24.42537848	19.38529314	24.56371244
domino	domino	domino	48	2.191489362	1	0	2	163.4680851	178.4680851	15.0	170.9680851	25.00856468	26.32229264	10.28718071	25.15331343
donkey	donkey	donkey	42	5.380952381	0	0	2	303.2142857	321.5	18.28571429	312.3571429	20.89174853	22.48929285	12.20412908	20.82982317
donut	donut	donut	42	3.071428571	0	0	0	196.8571429	216.1428571	19.28571429	206.5	17.24934983	10.12259349	14.36507573	12.1825545
door	door	door	40	5.55	0	0	0	302.3	324.525	22.225	313.4125	24.32177456	23.25222625	15.70805363	22.45933291
doorbell	doorbell	doorbell	45	1.733333333	0	0	0	148.4888889	172.11111110000002	23.62222222	160.3	25.16005332	24.03143984	18.81161258	22.73323558
doorhandle	doorhandle	doorhandle	44	2.8604651160000003	1	0	0	187.8604651	209.6744186	21.81395349	198.7674419	16.792262100000002	14.8832295	11.99852335	14.68857218
doorknob	doorknob	doorknob	43	2.674418605	0	0	1	184.8837209	203.9534884	19.06976744	194.4186047	16.74345544	15.99546586	16.36837158	14.18161546
doorknocker	doorknocker	doorknocker	45	2.818181818	0	1	0	189.3636364	212.6363636	23.27272727	201.0	17.95095503	16.27680745	15.18469798	15.3603991
doormat	doormat	doormat	47	4.021276596	0	0	2	251.893617	268.5106383	16.61702128	260.20212769999995	16.68927545	20.39167812	10.87388813	17.82178063
doorstop	doorstop	doorstop	48	2.916666667	0	0	1	191.7291667	213.75	22.02083333	202.7395833	31.91593985	30.55549538	17.5250454	29.989180600000005
dough	dough	dough	44	3.096774194	12	1	1	203.5806452	228.7741935	25.19354839	216.1774194	29.57450951	15.39201022	25.29877382	19.89411487
dragonfly	dragonfly	dragonfly	44	1.840909091	0	0	0	152.38636359999998	173.9545455	21.56818182	163.1704545	21.50847957	19.56260617	13.37891039	19.43981266
drain	drain	drain	42	2.810810811	5	0	0	185.4324324	211.7027027	26.27027027	198.5675676	16.93047965	21.31492026	23.56981196	15.21839264
drawer	drawer	drawer	47	4.276595745	0	0	0	252.3191489	276.787234	24.46808511	264.5531915	18.34702485	20.8992783	15.93853829	17.97741156
dreidel	dreidel	dreidel	48	2.333333333	0	9	0	166.7948718	187.6153846	20.82051282	177.2051282	20.10914886	20.67494719	16.88797734	18.56380106
dress	dress	dress	42	4.675	2	0	1	270.3	289.025	18.725	279.6625	23.35369075	21.92234254	14.15479895	21.51516683
dresser	dresser	dresser	45	5.311111111000001	0	0	1	296.9777778	319.2	22.22222222	308.0888889	14.45760085	14.74418221	14.45194056	12.68825911
drill	drill	drill	41	3.675	1	0	0	223.925	245.625	21.7	234.775	28.10181808	23.43970716	13.96736122	24.91574263
drink	drink	drink	41	3.233333333	11	0	0	199.2	227.0666667	27.86666667	213.1333333	21.55090205	14.0857799	17.87067205	15.86143302
drum	drum	drum	44	4.1363636360000005	0	0	0	247.6363636	279.0454545	31.40909091	263.3409091	25.75293247	22.77897291	22.49373885	21.55354952
drumstick	drumstick	drum stick (instrument)	44	3.318181818	0	0	1	214.75	235.2045455	20.45454545	224.9772727	25.65796943	23.67078422	16.70462204	23.22837943
dryer	dryer	dryer	43	5.0	0	0	1	287.5813953	301.72093019999994	14.13953488	294.6511628	22.69070772	14.77663146	20.93821	16.03141814
duck	duck	duck	43	3.953488372	0	0	0	232.81395350000005	254.4186047	21.60465116	243.6162791	20.35079946	12.53610511	19.92024519	13.65468575
duckling	duckling	duckling	45	3.2	0	0	0	198.5111111	220.3333333	21.82222222	209.4222222	23.21796152	18.50061424	16.91595386	19.21290864
duct	duct	duct	43	4.0	5	9	0	237.7586207	270.44827589999994	32.68965517	254.1034483	50.22851721	49.19101704	31.26397225	47.19079422
duct tape	duct_tape	duct tape	48	2.958333333	0	0	1	195.0833333	215.9375	20.85416667	205.5104167	28.66076964	24.86851059	18.16706113	25.24739076
duffel bag	duffel_bag	duffel bag	48	4.361702128	0	1	0	257.5744681	277.40425530000005	19.82978723	267.4893617	20.04098483	14.85679405	15.54840849	15.83491236
dumbbell	dumbbell	dumbbell	45	3.581395349	1	1	0	225.2325581	248.6046512	23.37209302	236.9186047	29.44392347	28.37179983	15.02699675	27.91951234
dumbwaiter	dumbwaiter	dumbwaiter	42	4.628571429	0	7	0	267.1428571	289.2	22.05714286	278.1714286	30.85558664	25.54212207	20.28030464	26.44637828
dumpling	dumpling	dumpling	46	2.266666667	0	1	0	165.37777780000002	185.5111111	20.13333333	175.4444444	18.67580945	15.21306589	12.90454465	15.76324199
dumpster	dumpster	dumpster	48	5.9375	0	0	1	318.7708333	348.8125	30.04166667	333.7916667	24.06484112	28.5483213	21.05510332	24.21223388
duster	duster	duster	46	3.825	2	4	1	226.825	245.625	18.8	236.225	23.73668318	21.50096897	18.0926391	20.76114159
dustpan	dustpan	dustpan	47	3.808510638	0	0	1	235.0638298	248.4893617	13.42553191	241.7765957	13.23434967	13.76490866	7.48838138	12.9727174
dynamite	dynamite	dynamite (weapon)	47	3.456521739	0	1	0	209.326087	230.673913	21.34782609	220.0	27.78733072	23.60890072	21.08734996	23.52846975
eagle	eagle	eagle	45	4.311111111000001	0	0	1	250.0888889	278.22222220000003	28.13333333	264.1555556	20.36577144	17.64406788	18.57368618	16.63711016
ear	ear	ear	47	2.212765957	0	0	1	165.7234043	182.3617021	16.63829787	174.0425532	19.44524322	16.08459367	16.24864614	15.88745396
earplug	earplug	earplug	40	1.225	0	0	0	134.075	148.925	14.85	141.5	10.33636225	13.6464281	7.985724443	11.42758695
earring	earring	earring	45	1.177777778	0	0	4	124.53333329999998	147.4222222	22.88888889	135.9777778	17.69643005	13.23646631	18.58912466	12.56164597
earwig	earwig	earwig	47	1.473684211	1	8	1	140.0263158	154.9736842	14.94736842	147.5	38.31694766	39.6078663	8.359966922	38.74291566
easel	easel	easel	43	4.875	0	3	0	271.45	289.575	18.125	280.5125	24.24231308	21.38641733	12.27920381	22.01907317
easter egg	easter_egg	easter egg	46	2.173913043	0	0	7	175.0217391	185.3695652	10.34782609	180.1956522	12.11333357	11.55539065	13.95264593	9.563517636
eclair	eclair	eclair (food)	46	2.681818182	0	2	1	182.2045455	205.2272727	23.02272727	193.7159091	25.55211687	24.65186783	13.627074	24.16378169
eel	eel	eel	47	3.893617021	0	0	0	230.0	257.6808511	27.68085106	243.8404255	43.47713042	41.579210100000005	17.14275913	41.66626025
egg	egg	egg	41	2.048780488	0	0	2	167.4390244	193.9268293	26.48780488	180.6829268	16.30651523	17.27337582	28.77161965	8.670896793999999
egg roll	egg_roll	egg roll	43	2.697674419	0	0	0	179.255814	199.6511628	20.39534884	189.4534884	24.33114115	15.67358062	18.33178288	18.29806585
eggbeater	eggbeater	eggbeater	44	3.357142857	0	2	1	213.3571429	229.5	16.14285714	221.4285714	20.99224181	18.52651363	11.51366405	18.94232949
eggnog	eggnog	eggnog	41	3.166666667	17	0	0	207.0416667	223.9166667	16.875	215.4791667	27.83566553	31.20328392	11.22230892	29.03014893
eggplant	eggplant	eggplant	45	3.4	0	0	0	213.2	231.3777778	18.17777778	222.2888889	18.75027273	13.74324444	13.00924302	15.09684227
eggshell	eggshell	eggshell	45	1.955555556	0	0	6	164.4666667	182.8222222	18.35555556	173.64444440000003	21.03849286	14.67881728	28.21037491	11.40555199
elbow	elbow	elbow	47	2.739130435	1	0	2	176.5434783	201.2826087	24.73913043	188.9130435	24.68621435	24.9271499	24.28573864	21.63184493
electric chair	electric_chair	electric chair	43	5.209302326	0	0	1	297.2093023	310.4186047	13.20930233	303.8139535	13.40852277	15.7936584	9.520799635	13.85469804
elephant	elephant	elephant	45	6.977777777999999	0	0	1	363.4444444	388.35555560000006	24.91111111	375.9	25.56680692	15.63817525	19.28237799	18.87205727
emerald	emerald	emerald	42	1.564102564	2	1	1	135.2051282	165.5384615	30.33333333	150.3717949	31.22682677	32.36457302	19.25908307	30.30778907
enchilada	enchilada	enchilada	46	3.108695652	0	0	0	202.1086957	223.0	20.89130435	212.5543478	20.25199936	14.48524153	13.52730286	16.25533357
engine	engine	engine	42	4.829268293	1	0	1	270.0731707	297.9512195	27.87804878	284.01219510000004	26.76881604	20.83620793	25.42163952	20.34191725
envelope	envelope	envelope	46	3.195652174	0	0	1	206.2391304	223.7826087	17.54347826	215.0108696	30.59715657	26.32608596	11.74300079	27.93116323
eraser	eraser	eraser	48	1.638297872	1	0	0	142.5531915	163.2765957	20.72340426	152.9148936	15.46216773	14.52539325	13.18711843	13.4743392
espresso	espresso	espresso	44	2.628571429	8	1	0	181.3428571	204.5428571	23.2	192.9428571	31.11264435	30.17726341	18.07793585	29.28530334
exerciser	exerciser	exerciser (sport equipment)	45	5.475	2	4	1	299.375	323.2	23.825	311.2875	25.52995978	21.98740898	15.2532258	22.57093874
exhaust pipe	exhaust_pipe	exhaust pipe	45	4.069767442	1	1	2	242.27906980000003	262.0930233	19.81395349	252.1860465	22.44074269	23.61578765	15.77106424	21.6440422
extinguisher	extinguisher	extinguisher	46	4.288888889	0	1	0	251.9111111	271.53333330000004	19.62222222	261.72222220000003	15.816881400000002	13.37331128	11.47782227	13.47495807
eye	eye	eye	41	1.658536585	0	0	3	143.87804880000002	158.97560980000003	15.09756098	151.4268293	14.04491923	16.50982708	10.80926658	14.34248975
eye patch	eye_patch	eye patch	45	2.111111111	0	0	1	169.4444444	185.5555556	16.11111111	177.5	16.82605603	13.73541467	11.65648907	14.20987173
eyedropper	eyedropper	eyedropper	44	2.022727273	0	0	1	159.4545455	177.7045455	18.25	168.5795455	17.51338962	16.15992682	13.7166085	15.39138357
eyeliner	eyeliner	eyeliner	41	2.525	1	0	0	177.975	192.125	14.15	185.05	23.55951275	18.84374003	10.33676535	20.69677294
eyepiece	eyepiece	eyepiece	45	2.05	1	4	0	157.625	178.325	20.7	167.975	19.82964305	18.07589059	10.93383363	18.16835443
face	face	face	43	3.756097561	2	0	0	224.6829268	241.7073171	17.02439024	233.19512200000003	20.16734864	10.7662526	15.57640492	14.16548536
face mask	face_mask	face mask (protection)	44	3.068181818	0	0	0	205.0227273	223.1136364	18.09090909	214.0681818	20.91787778	16.97907866	14.01132131	17.71564507
fan	fan	fan	43	4.166666667	1	0	1	242.4047619	278.452381	36.04761905	260.4285714	30.70557233	15.39750119	34.40926731	17.145208899999997
fast food	fast_food	fast food	44	3.538461538	17	1	1	204.3461538	231.5384615	27.19230769	217.9423077	30.03989655	24.70988591	13.23939343	26.695815000000003
faucet	faucet	faucet	43	3.511627907	0	0	0	213.9767442	231.9534884	17.97674419	222.9651163	25.14670136	23.59777379	10.75149684	23.78459769
feather	feather	feather	43	2.279069767	0	0	2	164.5581395	196.5116279	31.95348837	180.5348837	36.03853911	34.26463684	28.82785813	32.07272156
fence	fence	fence	48	5.926829268	7	0	0	316.1463415	364.6341463	48.48780488	340.3902439	37.16084026	40.80181129	28.6261436	36.30418574
fencepost	fencepost	fencepost	46	4.975	4	2	0	280.875	305.375	24.5	293.125	29.00856416	28.35280251	15.61557408	27.59941239
fern	fern	fern	46	3.85	3	3	0	236.85	261.4	24.55	249.125	50.26113858	49.91469646	21.15383217	48.95874113
ferret	ferret	ferret	44	3.674418605	0	1	0	224.2093023	243.7674419	19.55813953	233.9883721	20.70490871	17.13092054	15.2975291	17.39474756
ferris wheel	ferris_wheel	ferris wheel	46	7.652173912999999	0	0	0	391.8478261	419.3043478	27.45652174	405.576087	21.98986372	27.56396163	25.75673075	21.34972479
ferry	ferry	ferry	43	7.707317073	0	2	0	393.2682927	412.4878049	19.2195122	402.8780488	15.35582038	11.60198679	12.91416315	11.97955576
fig	fig	fig	44	2.139534884	0	1	1	163.4418605	179.9069767	16.46511628	171.6744186	27.66577938	27.05445475	12.50209285	26.6382029
figurine	figurine	figurine	44	2.829268293	3	0	0	183.902439	220.4634146	36.56097561	202.1829268	29.29317743	22.48343564	23.30670374	23.36657765
file	file1	file (tool)	43	2.875	1	2	1	194.2	210.275	16.075	202.2375	33.46348948	30.96067605	10.75219119	31.78493182
file	file2	file (card index)	38	3.147058824	2	3	2	207.5	226.4411765	18.94117647	216.9705882	33.41588263	28.70982429	15.326628	30.1945563
filing cabinet	filing_cabinet	filing cabinet	46	4.826086957	0	0	0	275.82608700000003	303.6956522	27.86956522	289.76086960000004	23.95208583	17.25864623	21.59177693	17.86702087
film	film	film (film strip)	44	2.928571429	1	1	0	188.0238095	205.2380952	17.21428571	196.6309524	39.59273652	38.51690128	12.18863068	38.58014457
filter	filter	filter	44	3.21875	10	2	1	208.78125	241.03125	32.25	224.90625	37.09424299	32.72316372	26.92522501	32.28238247
finger	finger	finger	46	2.347826087	0	0	0	170.06521740000002	187.3913043	17.32608696	178.7282609	19.04894535	15.4178515	13.19436639	16.02383867
fingerprint	fingerprint	fingerprint	47	1.391304348	1	0	3	134.9565217	150.3478261	15.39130435	142.6521739	19.12642909	16.55726412	10.68847408	17.07105073
fire	fire	fire	42	3.0	34	0	0	188.125	261.75	73.625	224.9375	65.06356782	59.24223879	61.7875103	54.00954777
fire alarm	fire_alarm	fire alarm	42	3.19047619	0	0	0	207.1666667	227.0952381	19.92857143	217.1309524	27.22079251	22.6228996	14.72743062	23.9198508
fire hydrant	fire_hydrant	fire hydrant	45	4.644444444	0	0	10	272.1333333	278.9777778	6.844444444	275.55555560000005	12.21883792	10.48264559	7.739965807999999	10.70589378
fire pit	fire_pit	fire pit	45	4.976744186	1	1	2	274.8604651	303.8139535	28.95348837	289.33720930000004	22.17096062	24.51846322	20.06531417	21.11158589
firecracker	firecracker	firecracker	44	2.1190476190000003	1	1	2	163.11904760000002	188.7380952	25.61904762	175.9285714	32.69683537	38.95467004	19.40700449	34.62826482
fireplace	fireplace	fireplace	44	4.954545455	0	0	0	283.6136364	305.7954545	22.18181818	294.7045455	17.25757792	12.62441257	12.56475826	13.75251274
firetruck	firetruck	firetruck	48	7.583333333	0	0	6	392.1666667	402.1666667	10.0	397.1666667	8.781831664	4.173540429	9.715090258	4.865568709
firewood	firewood	firewood	47	4.155555556	2	0	0	247.0	269.9333333	22.93333333	258.4666667	19.8379801	22.13738097	13.08260469	19.97538258
fireworks	fireworks	fireworks	42	4.2	12	0	0	241.5666667	278.6	37.03333333	260.0833333	92.42729979	84.16551837	22.4260983	87.67888938
first-aid kit	first-aid_kit	first-aid kit	42	3.714285714	0	0	0	226.2380952	248.3095238	22.07142857	237.27380950000003	18.50749291	14.661195	13.55817251	15.25722635
fish	fish	fish	43	2.906976744	0	0	1	179.69767439999998	239.0	59.30232558	209.3488372	37.43599928	45.33368347	43.26195672	35.502101700000004
fishbowl	fishbowl	fishbowl	47	3.8	2	0	1	228.4222222	248.6222222	20.2	238.5222222	14.17342085	14.22112527	12.67352287	12.70466788
fishhook	fishhook	fishhook	44	1.75	0	0	1	146.2727273	168.61363640000002	22.34090909	157.44318180000002	29.33952302	31.38672205	14.66516705	29.48220116
fishing pole	fishing_pole	fishing pole	45	4.674418605	1	1	2	269.9302326	289.8139535	19.88372093	279.872093	33.01399079	31.43417598	14.16603803	31.44592733
fishnet stockings	fishnet_stockings	fishnet stockings	45	3.375	3	2	1	215.1	235.675	20.575	225.3875	51.7215424	49.48938633	14.59168625	50.08921368
flag	flag	flag	41	4.307692308	2	0	0	246.9487179	292.10256410000005	45.15384615	269.525641	32.46046074	30.5276362	32.74184387	26.92214621
flagpole	flagpole	flagpole	47	5.933333332999999	1	1	0	323.7333333	352.1111111	28.37777778	337.9222222	46.7174291	43.01332892	22.9498355	43.41265467
flamethrower	flamethrower	flamethrower	47	4.3555555560000005	1	1	0	253.3111111	277.22222220000003	23.91111111	265.2666667	23.46256421	20.83472723	17.46271642	20.39735945
flamingo	flamingo	flamingo	44	4.681818182	0	0	0	271.7954545	292.6590909	20.86363636	282.2272727	26.31436034	23.57071812	11.79986383	24.27350325
flan	flan	flan	45	2.923076923	2	4	0	194.0512821	217.4871795	23.43589744	205.76923080000003	24.92298529	23.42049462	15.8758255	22.84353132
flashbulb	flashbulb	flashbulb	44	2.684210526	0	6	0	181.8157895	205.4210526	23.60526316	193.6184211	24.85292442	22.88470701	16.53095291	22.41362828
flashlight	flashlight	flashlight	43	3.511627907	0	0	0	211.9534884	237.0	25.04651163	224.4767442	19.46664239	10.00238067	19.44706305	12.03959415
flask	flask	flask	44	3.23255814	0	1	1	204.0930233	224.8604651	20.76744186	214.4767442	20.97028959	20.93024855	13.03993355	19.90990226
flatiron	flatiron	flatiron (hair)	44	3.682926829	1	2	0	222.73170730000004	238.5121951	15.7804878	230.6219512	14.39969512	9.176388045	12.97981547	10.18134353
flip-flop	flip_flop	flip-flop	43	3.441860465	0	0	1	216.0232558	232.32558140000003	16.30232558	224.1744186	19.69951458	18.86508608	11.32324807	18.43711439
flipper	flipper	flipper (shoe)	47	3.5333333330000003	2	1	0	220.8666667	240.4222222	19.55555556	230.64444440000003	18.76965636	14.36138903	13.14353549	15.36511035
float	float	float	43	5.258064516	9	3	1	284.1935484	314.9032258	30.70967742	299.5483871	57.18882138	55.67665869	31.18567358	54.24102919
floss	floss	floss	45	1.368421053	6	1	0	126.0	141.4736842	15.47368421	133.7368421	23.96280902	27.25131967	9.009715003	25.26126638
flour	flour	flour	46	1.037037037	19	0	5	123.0	137.5185185	14.51851852	130.2592593	53.96865187	57.18618067	13.54300947	55.18681043
flower	flower	flower	43	2.56097561	2	0	2	166.2439024	210.0243902	43.7804878	188.13414630000003	35.06121824	22.41370987	33.8094012	24.08449304
flute	flute	flute	44	3.545454545	0	0	0	222.0	240.7045455	18.70454545	231.3522727	34.78705988	26.29314133	13.14601283	30.1252385
fly	fly	fly	44	1.0	2	0	0	118.83720929999998	135.5348837	16.69767442	127.1860465	12.4974859	12.83475348	12.74574604	10.94739763
flypaper	flypaper	flypaper	47	3.054054054	2	8	0	205.4054054	224.027027	18.62162162	214.7162162	25.41812505	25.85911239	9.973162185	25.14997806
flyswatter	flyswatter	flyswatter	43	3.390243902	1	1	0	216.2682927	235.1463415	18.87804878	225.7073171	21.62408887	18.22849552	18.01831724	17.85426266
foam	foam	foam	44	3.076923077	29	2	0	200.0769231	244.8461538	44.76923077	222.4615385	64.29030712	66.05786119	33.0432894	63.05138828
folder	folder	folder	40	3.675	0	0	0	225.15	243.225	18.075	234.1875	26.7845631	25.17374243	18.68413217	24.25470811
fondue	fondue	fondue	42	3.48	15	2	0	215.48	240.0	24.52	227.74	28.56588875	27.00154317	16.53561812	26.53657853
food processor	food_processor	food processor	44	3.976744186	0	1	0	241.1627907	257.0	15.8372093	249.08139530000005	13.04740484	11.07549848	9.884885607	11.04640118
foot	foot	foot	46	3.5555555560000003	1	1	0	216.5777778	236.7111111	20.13333333	226.64444440000003	25.33098075	11.56527369	21.12258593	16.61824785
football	football	football	45	3.777777778	0	0	10	234.6	240.1555556	5.555555556	237.3777778	9.43735325	6.626241069	7.427086654	7.259128701
football helmet	football_helmet	football helmet	39	3.820512821	0	0	0	232.5128205	249.025641	16.51282051	240.76923080000003	16.43947719	9.243738078	13.95645822	11.36467643
footbath	footbath	footbath	47	3.956521739	0	1	0	242.54347830000003	259.5869565	17.04347826	251.0652174	19.90835282	16.4500268	15.84221719	16.453844099999998
footprint	footprint	footprint	43	3.390243902	1	1	0	207.1463415	232.1219512	24.97560976	219.6341463	30.10029981	21.75223566	21.11218582	24.04501622
footrest	footrest	footrest	45	4.1428571430000005	2	1	1	250.047619	267.3571429	17.30952381	258.702381	16.41229816	16.52023361	8.134503732999999	15.95613634
fork	fork	fork	41	2.658536585	0	0	0	189.902439	206.7317073	16.82926829	198.3170732	22.33361242	17.58838308	12.01020907	19.18357243
forklift	forklift	forklift	46	6.565217391	0	0	0	343.36956519999995	365.5869565	22.2173913	354.47826089999995	30.37495949	31.1616403	12.68229395	30.11034457
fossil	fossil	fossil	45	3.5625	13	0	1	195.4375	274.03125	78.59375	234.734375	64.30217851	74.31514602	49.02985225	65.02133451
fountain pen	fountain_pen	fountain pen	49	2.413043478	0	3	1	176.56521740000002	193.673913	17.10869565	185.1195652	27.71734489	26.52047791	12.73181188	26.36794872
fox	fox	fox	47	4.382978723	0	0	0	256.63829790000005	278.57446810000005	21.93617021	267.606383	18.70297062	13.96228566	15.62662757	14.53703523
frame	frame	frame (painting)	46	4.25	1	1	0	243.1818182	282.13636360000004	38.95454545	262.6590909	17.40124658	21.13367302	25.00135303	14.78008274
freezer	freezer	freezer	47	5.234042553	0	0	0	288.1276596	314.212766	26.08510638	301.1702128	23.51097526	17.38682181	19.17179743	18.32059799
french fries	french_fries	french fries	47	2.711111111	2	1	0	181.0222222	203.1333333	22.11111111	192.0777778	28.97215661	24.90125955	16.18391769	25.77303814
french horn	french_horn	french horn	43	4.146341463	0	2	2	247.0487805	262.804878	15.75609756	254.9268293	16.96017574	17.34966788	9.787186745	16.44329688
frisbee	frisbee	frisbee	47	3.659574468	0	0	2	224.95744680000004	240.9148936	15.95744681	232.9361702	14.42214096	12.59024776	9.41543009	12.69226785
frog	frog	frog	46	2.586956522	0	0	0	172.5434783	207.5869565	35.04347826	190.0652174	27.85095771	16.54163244	22.14794349	20.0503834
fruit	fruit	fruit	48	2.8636363639999995	4	0	0	177.75	225.0909091	47.34090909	201.4204545	34.59945221	13.84434765	35.66963609	19.39879617
fruitcake	fruitcake	fruitcake	42	3.829268293	1	0	0	228.4146341	242.4634146	14.04878049	235.4390244	11.05209394	10.32496383	8.221773591	9.873066344
fudge	fudge	fudge	44	2.294117647	10	0	2	167.8823529	199.8823529	32.0	183.8823529	32.19614574	27.18373478	30.37642627	25.63380191
fungus	fungus	fungus	45	1.5384615380000002	18	1	0	138.0769231	168.84615380000002	30.76923077	153.4615385	34.39060695	34.91325514	23.8919362	32.52873286
funnel	funnel	funnel	48	3.108695652	1	1	2	199.3695652	223.2826087	23.91304348	211.326087	22.87197091	19.45669042	18.37610294	19.14222134
fur coat	fur_coat	fur coat	46	4.630434783	0	0	1	270.93478260000006	287.21739130000003	16.2826087	279.07608700000003	21.20419474	19.31368317	8.980628643	19.77764377
furnace	furnace	furnace	45	5.044444444	0	0	0	287.2666667	314.0444444	26.77777778	300.6555556	26.72962265	25.88080682	17.57954505	24.79686156
fuse	fuse	fuse	45	1.581395349	1	1	2	140.1162791	159.627907	19.51162791	149.872093	22.82981478	25.50632345	17.9036736	22.48891077
gallows	gallows	gallows	49	6.275	3	6	0	336.1	364.1	28.0	350.1	34.83352349	32.89906865	16.41918827	32.87041379
